730.362 ; 730.995 ; None
730.995 ; 733.394 ; spk1
733.394 ; 735.397 ; None
735.397 ; 736.382 ; spk1
736.382 ; 736.723 ; None
736.723 ; 738.88 ; spk1
738.88 ; 739.209 ; None
739.209 ; 740.453 ; spk1
740.453 ; 741.416 ; None
741.416 ; 743.209 ; spk1 spk2
743.209 ; 743.494 ; None
743.494 ; 744.423 ; spk1
744.423 ; 744.755 ; None
744.755 ; 747.019 ; spk1
747.019 ; 747.635 ; None
747.635 ; 748.847 ; spk1
748.847 ; 749.216 ; spk2
749.216 ; 749.422 ; None
749.422 ; 750.769 ; spk1
750.769 ; 751.519 ; None
751.519 ; 754.206 ; spk1
754.206 ; 754.578 ; None
754.578 ; 756.209 ; spk1
756.209 ; 758.411 ; None
758.411 ; 758.618 ; spk2
758.618 ; 760.505 ; spk1
760.505 ; 761.66 ; None
761.66 ; 763.272 ; spk1
763.272 ; 765.837 ; None
765.837 ; 768.132 ; spk1
768.132 ; 768.752 ; None
768.752 ; 771.344 ; spk1
771.344 ; 773.46 ; None
773.46 ; 774.408 ; spk1
774.408 ; 774.961 ; None
774.961 ; 777.887 ; spk1
777.887 ; 779.964 ; spk2
779.964 ; 781.216 ; spk2 spk1
781.216 ; 781.571 ; None
781.571 ; 784.251 ; spk2
784.251 ; 784.676 ; None
784.676 ; 789.341 ; spk2
789.341 ; 789.791 ; None
789.791 ; 791.508 ; spk2
791.508 ; 791.762 ; None
791.762 ; 793.358 ; spk2
793.358 ; 793.643 ; None
793.643 ; 795.35 ; spk2
795.35 ; 795.544 ; None
795.544 ; 796.082 ; spk2
796.082 ; 796.327 ; None
796.327 ; 798.119 ; spk2
798.119 ; 798.478 ; None
798.478 ; 800.949 ; spk2
800.949 ; 801.322 ; None
801.322 ; 802.276 ; spk2
802.276 ; 802.621 ; None
802.621 ; 805.925 ; spk2
805.925 ; 806.15 ; None
806.15 ; 806.84 ; spk2
806.84 ; 807.134 ; None
807.134 ; 808.98 ; spk2
808.98 ; 809.23 ; None
809.23 ; 810.279 ; spk2
810.279 ; 810.578 ; None
810.578 ; 812.829 ; spk2
812.829 ; 813.133 ; None
813.133 ; 814.49 ; spk2
814.49 ; 814.74 ; None
814.74 ; 817.545 ; spk2
817.545 ; 817.895 ; None
817.895 ; 820.865 ; spk2
820.865 ; 822.856 ; None
822.856 ; 825.711 ; spk1
825.711 ; 826.31 ; None
826.31 ; 827.844 ; spk1
827.844 ; 829.32 ; None
829.32 ; 832.406 ; spk1
832.406 ; 832.879 ; None
832.879 ; 837.548 ; spk1
837.548 ; 838.191 ; None
838.191 ; 839.35 ; spk1
839.35 ; 839.614 ; None
839.614 ; 841.825 ; spk1
841.825 ; 842.238 ; None
842.238 ; 843.666 ; spk1
843.666 ; 844.469 ; None
844.469 ; 844.758 ; spk1
844.758 ; 845.141 ; None
845.141 ; 848.008 ; spk1
848.008 ; 848.272 ; None
848.272 ; 850.258 ; spk1
850.258 ; 850.467 ; None
850.467 ; 851.225 ; spk1
851.225 ; 851.683 ; None
851.683 ; 853.336 ; spk1
853.336 ; 853.596 ; None
853.596 ; 855.647 ; spk1
855.647 ; 855.992 ; None
855.992 ; 858.139 ; spk1
858.139 ; 859.118 ; spk1 spk2
859.118 ; 859.561 ; spk1
859.561 ; 859.842 ; None
859.842 ; 860.615 ; spk1 spk2
860.615 ; 860.929 ; None
860.929 ; 862.79 ; spk1
862.79 ; 862.985 ; None
862.985 ; 868.293 ; spk2
868.293 ; 869.122 ; None
869.122 ; 869.86 ; spk1 spk2
869.86 ; 870.618 ; spk1
870.618 ; 873.139 ; None
873.139 ; 875.08 ; spk2
875.08 ; 875.335 ; None
875.335 ; 880.423 ; spk2
880.423 ; 880.638 ; None
880.638 ; 882.675 ; spk1
882.675 ; 883.005 ; None
883.005 ; 885.201 ; spk1
885.201 ; 887.052 ; None
887.052 ; 891.284 ; spk2
891.284 ; 891.734 ; None
891.734 ; 893.72 ; spk2
893.72 ; 893.975 ; None
893.975 ; 894.818 ; spk2
894.818 ; 895.097 ; None
895.097 ; 896.04 ; spk2
896.04 ; 896.254 ; None
896.254 ; 899.653 ; spk2
899.653 ; 899.923 ; None
899.923 ; 903.352 ; spk2
903.352 ; 903.547 ; None
903.547 ; 904.53 ; spk2
904.53 ; 904.799 ; None
904.799 ; 905.272 ; spk2
905.272 ; 905.607 ; None
905.607 ; 907.563 ; spk2
907.563 ; 907.848 ; None
907.848 ; 910.475 ; spk2
910.475 ; 912.088 ; spk1
912.088 ; 912.831 ; None
912.831 ; 917.186 ; spk1
917.186 ; 918.657 ; None
918.657 ; 919.965 ; spk1
919.965 ; 920.918 ; None
920.918 ; 922.102 ; spk1
922.102 ; 924.395 ; None
924.395 ; 926.525 ; spk1
926.525 ; 926.936 ; None
926.936 ; 928.869 ; spk1
928.869 ; 933.349 ; None
933.349 ; 936.697 ; spk1
936.697 ; 938.497 ; spk2
938.497 ; 939.222 ; spk2 spk1
939.222 ; 939.515 ; None
939.515 ; 940.358 ; spk2
940.358 ; 940.658 ; None
940.658 ; 942.665 ; spk2
942.665 ; 942.999 ; None
942.999 ; 945.938 ; spk2
945.938 ; 946.293 ; None
946.293 ; 950.922 ; spk2
950.922 ; 951.318 ; None
951.318 ; 952.954 ; spk2
952.954 ; 953.357 ; None
953.357 ; 954.198 ; spk2
954.198 ; 954.424 ; None
954.424 ; 956.13 ; spk2
956.13 ; 956.396 ; None
956.396 ; 959.366 ; spk2
959.366 ; 960.173 ; None
960.173 ; 964.774 ; spk1
964.774 ; 965.713 ; None
965.713 ; 967.164 ; spk2
967.164 ; 968.368 ; None
968.368 ; 970.375 ; spk2
970.375 ; 970.73 ; None
970.73 ; 972.277 ; spk2
972.277 ; 974.084 ; None
974.084 ; 975.932 ; spk2
975.932 ; 976.205 ; None
976.205 ; 982.465 ; spk2
982.465 ; 984.094 ; None
984.094 ; 985.278 ; spk1
985.278 ; 985.599 ; None
985.599 ; 987.2 ; spk1
987.2 ; 987.664 ; None
987.664 ; 988.678 ; spk2
988.678 ; 992.731 ; None
992.731 ; 994.081 ; spk1
994.081 ; 996.586 ; None
996.586 ; 999.059 ; spk1
999.059 ; 999.719 ; None
999.719 ; 1001.925 ; spk1
1001.925 ; 1002.91 ; None
1002.91 ; 1005.517 ; spk1
1005.517 ; 1007.326 ; spk1
1007.326 ; 1008.08 ; None
1008.08 ; 1010.462 ; spk1
1010.462 ; 1011.017 ; None
1011.017 ; 1011.838 ; spk1
1011.838 ; 1012.282 ; None
1012.282 ; 1014.664 ; spk1
1014.664 ; 1016.719 ; None
1016.719 ; 1018.32 ; spk1
1018.32 ; 1018.825 ; None
1018.825 ; 1020.805 ; spk1
