	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
0	0.0	0.0	3000.0	00:00:30.00	1.3	1.3	0.0	0.0	1.33470225873	1.33470225873	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1	0.0	0.0	3100.0	00:00:31.00	2.0	2.0	0.0	0.0	2.08986415883	2.08986415883	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
2	0.0	0.0	3200.0	00:00:32.00	2.4	2.4	0.0	0.0	2.58899676375	2.58899676375	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
3			3220.0										3220.0	32.2	35.92						1.0	spk1	après avoir demandé si tout le monde était prêt, le coup d'envoi de la coupe du monde deux mille sept	1.0			375.0													33.121	36.835	narration		2		
4			3254.0										3254.0	32.54	36.9	1	coup d'envoi	1	grand coup de pied	spk1-002		spk1																								
5	0.5	0.5	3300.0	00:00:33.00	2.8	2.8	0.0	0.0	3.04678998912	3.04678998912	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
6			3349.0											33.49	33.53																				spk1	spk1	0.04	0.04	True							
7	0.5	0.5	3400.0	00:00:34.00	3.1	3.1	0.0	0.0	3.39539978094	3.39539978094	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
8			3479.0											34.79	35.01																				spk1	spk1	0.22	0.22	True							
9	0.5	0.5	3500.0	00:00:35.00	3.2	3.2	0.0	0.0	3.54374307863	3.54374307863	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10			3513.0											35.13	35.19																				spk1	spk1	0.06	0.06	True							
11			3569.0											35.69	35.77																				spk1	spk1	0.08	0.08	True							
12			3588.0											35.88	35.91																				spk1	spk1	0.03	0.03	True							
13	0.5	0.5	3600.0	00:00:36.00	3.6	3.2	0.4	0.0	3.98671096346	3.64050056883	0.512163892446	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
14			3616.0										3616.0	36.16	38.52						2.0	spk1	est donné par David Skrela.	1.0			250.0													37.086	39.447	narration		2	David Skrela	David Skrela=Fr
15			3639.0											36.39	36.54																				spk1	spk1	0.15	0.15	True							
16			3668.0											36.68	37.14																				spk1	spk1	0.46	0.46	True							
17			3694.0										3694.0	36.94	37.38	1	coup d'envoi	2	réception			spk1																								
18	1.0	0.5	3700.0	00:00:37.00	4.1	3.2	0.9	0.0	4.59126539754	3.83233532934	1.1673151751	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
19			3793.0											37.93	38.01																				spk1	spk1	0.08	0.08	True							
20	1.0	0.5	3800.0	00:00:38.00	4.3	3.2	1.1	0.0	4.81522956327	3.86007237636	1.42671854734	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
21			3806.0										3806.0	38.06	40.42	2	regroupement	3	regroupement			spk1																								
22			3850.0											38.5	38.56																				spk1	spk1	0.06	0.06	True							
23	1.5	0.5	3900.0	00:00:39.00	4.1	3.0	1.1	0.0	4.58100558659	3.60144057623	1.42671854734	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
24			3934.0											39.34	40.55																				spk1	spk2	1.21	1.21	False							
25			3960.0										3960.0	39.6	41.0						1.0	spk2	allez de suite dans le camp euh	1.0				150.0												40.492	41.904	narration		2		
26	1.5	0.5	4000.0	00:00:40.00	3.7	2.6	1.1	0.0	4.05701754386	3.05882352941	1.40127388535	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
27			4042.0										4042.0	40.42	40.7	2	regroupement	4	extraction			spk2																								
28			4070.0										4070.0	40.7	41.46	3	porté	5	porté	spk1-003		spk2																								
29	2.5	1.0	4100.0	00:00:41.00	3.3	2.2	1.1	0.0	3.57917570499	2.55813953488	1.39771283355	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
30			4146.0										4146.0	41.46	42.14	4	regroupement	6	plaquage			spk2																								
31			4160.0										4160.0	41.6	42.16						2.0	spk2	argentin	1.0				75.0												42.529	43.08	narration		2		
32			4165.0											41.65	41.73																				spk2	spk2	0.08	0.08	True							
33			4188.0											41.88	42.56																				spk2	spk2	0.68	0.68	True							
34	3.0	1.0	4200.0	00:00:42.00	3.3	2.2	1.1	0.0	3.47368421053	2.47747747748	1.42857142857	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
35			4218.0										4218.0	42.18	44.34	4	regroupement	7	regroupement			spk2																								
36			4232.0										4232.0	42.32	43.84						3.0	spk1	avec un départ de Roncero	1.0			175.0													43.213	44.769	narration suspensive		2	Roncero	Rodrigo Roncero=Ar
37	3.0	0.5	4300.0	00:00:43.00	3.2	2.1	1.1	0.0	3.34029227557	2.34375	1.40664961637	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
38			4306.0											43.06	43.25																				spk2	spk1	0.19	0.19	False							
39	3.0	0.5	4400.0	00:00:44.00	3.0	1.9	1.1	0.0	3.16789862724	2.14689265537	1.35970333745	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
40			4456.0										4456.0	44.56	45.76						4.0	spk1	Pichot a appelé le ballon	1.0			125.0													45.468	46.684	narration		2	Pichot	Agustín Pichot=Ar
41			4462.0										4462.0	44.62	44.78	4	regroupement	8	extraction			spk1																								
42			4471.0											44.71	45.5																				spk1	spk1	0.79	0.79	True							
43			4482.0										4482.0	44.82	45.78	5	passe	9	passe	spk1-005		spk1																								
44	4.0	1.0	4500.0	00:00:45.00	3.1	2.0	1.1	0.0	3.23928944619	2.23463687151	1.34638922889	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
45			4582.0										4582.0	45.82	46.06	5	passe	10	réception			spk1																								
46			4583.0											45.83	45.9																				spk1	spk1	0.07	0.07	True							
47	4.5	1.0	4600.0	00:00:46.00	3.0	2.3	0.7	0.0	3.14136125654	2.50817884406	0.900900900901	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
48			4610.0										4610.0	46.1	50.3	6	coup de pied	11	grand coup de pied	spk1-006		spk1																								
49			4656.0										4656.0	46.56	47.8						5.0	spk1	pour Hernandez	1.0			125.0													47.456	48.706	narration suspensive		2	Hernandez	Juan Martín Hernández=Ar
50			4666.0											46.66	47.49																				spk1	spk1	0.83	0.83	True							
51	4.5	1.5	4700.0	00:00:47.00	2.9	2.7	0.2	0.0	3.00518134715	2.80957336108	0.264200792602	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
52	4.5	1.5	4800.0	00:00:48.00	3.1	3.1	0.0	0.0	3.25972660358	3.25288562434	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
53			4848.0										4848.0	48.48	50.0						6.0	spk1	avec le pied droit	1.0			175.0													49.388	50.91	narration suspensive		2		
54			4853.0											48.53	49.45																				spk1	spk1	0.92	0.92	True							
55	4.0	1.5	4900.0	00:00:49.00	2.6	2.6	0.0	0.0	2.73396424816	2.73396424816	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
56	4.0	1.5	5000.0	00:00:50.00	3.1	3.1	0.0	0.0	3.24267782427	3.24267782427	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
57			5030.0										5030.0	50.3	51.26	7	touche	12	sortie	spk1-007 		spk1																								
58			5056.0										5056.0	50.56	52.28						7.0	spk1	pour trouver une très jolie touche	1.0			175.0													51.473	53.2	narration	admiration	2		
59			5089.0											50.89	51.51																				spk1	spk1	0.62	0.62	True							
60	3.5	1.5	5100.0	00:00:51.00	3.3	3.3	0.0	0.0	3.46274921301	3.46274921301	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
61			5130.0										5130.0	51.3	76.34	7	touche 	13	mise en ligne			spk1																								
62	3.5	1.5	5200.0	00:00:52.00	3.2	3.2	0.0	0.0	3.38983050847	3.38983050847	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
63			5236.0											52.36	52.47																				spk1	spk1	0.11	0.11	True							
64			5280.0											52.8	52.83																				spk1	spk1	0.03	0.03	True							
65	3.0	1.5	5300.0	00:00:53.00	3.2	3.2	0.0	0.0	3.45945945946	3.45945945946	0.0	0.0	5300.0	53.0	56.64						8.0	spk1	direct il en avait le droit il était à l'intérieur de ses vingt-deux mètres		1		375.0		0.0	1.0	0.0	0.0	1.0	0.0						53.894	57.564	narration,explication		1		
66			5318.0											53.18	53.95																				spk1	spk1	0.77	0.77	True							
67	3.0	1.5	5400.0	00:00:54.00	3.6	3.6	0.0	0.0	3.87096774194	3.87096774194	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
68	2.0	1.0	5500.0	00:00:55.00	3.8	3.8	0.0	0.0	4.18963616318	4.18963616318	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
69			5565.0											55.65	55.72																				spk1	spk1	0.07	0.07	True							
70			5596.0											55.96	55.99																				spk1	spk1	0.03	0.03	True							
71	1.5	1.0	5600.0	00:00:56.00	4.0	4.0	0.0	0.0	4.43951165372	4.43951165372	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
72			5655.0											56.55	56.61																				spk1	spk1	0.06	0.06	True							
73			5691.0											56.91	56.96																				spk1	spk1	0.05	0.05	True							
74	1.0	0.5	5700.0	00:00:57.00	3.6	3.6	0.0	0.0	3.99556048835	3.99556048835	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
75			5705.0											57.05	57.17																				spk1	spk1	0.12	0.12	True							
76			5708.0										5708.0	57.08	57.76						9.0	spk1	dans ces cas-là		1		75.0													57.991	58.684	explication		1		
77			5726.0											57.26	57.31																				spk1	spk1	0.05	0.05	True							
78			5754.0											57.54	58.06																				spk1	spk1	0.52	0.52	True							
79			5792.0										5792.0	57.92	59.04						10.0	spk1	on peut trouver une touche		1		125.0													58.848	59.94	explication		1		
80	1.0	0.5	5800.0	00:00:58.00	3.2	3.2	0.0	0.0	3.49726775956	3.49726775956	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
81			5834.0											58.34	58.37																				spk1	spk1	0.03	0.03	True							
82			5866.0											58.66	58.88																				spk1	spk1	0.22	0.22	True							
83			5893.0											58.93	59.0																				spk1	spk1	0.07	0.07	True							
84	1.0	0.5	5900.0	00:00:59.00	3.5	3.5	0.0	0.0	3.85887541345	3.85887541345	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
85			5916.0											59.16	59.27																				spk1	spk1	0.11	0.11	True							
86			5936.0										5936.0	59.36	60.04						11.0	spk1	directement		1		75.0													60.286	60.939	explication		1		
87			5957.0											59.57	59.65																				spk1	spk1	0.08	0.08	True							
88			5990.0											59.9	60.4																				spk1	spk1	0.5	0.5	True							
89	1.0	0.5	6000.0	00:01:00.00	3.5	3.5	0.0	0.0	3.88026607539	3.88026607539	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
90			6085.0											60.85	63.35																				spk1	spk1	2.5	2.5	True							
91	0.5	0.0	6100.0	00:01:01.00	3.3	3.3	0.0	0.0	3.63836824697	3.63836824697	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
92	0.0	0.0	6200.0	00:01:02.00	3.4	3.4	0.0	0.0	3.85050962627	3.85050962627	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
93			6236.0										6236.0	62.36	63.08						12.0	spk1	alors la touche		1		75.0													63.288	63.979	narration		2		
94	0.0	0.0	6300.0	00:01:03.00	3.3	3.3	0.0	0.0	3.65853658537	3.65853658537	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
95			6324.0										6324.0	63.24	64.8						13.0	spk1	ça ça sera une des clefs de cette rencontre		1		175.0													64.157	65.694	point de vue		2		
96			6387.0											63.87	64.19																				spk1	spk1	0.32	0.32	True							
97	0.0	0.0	6400.0	00:01:04.00	3.1	3.1	0.0	0.0	3.45211581292	3.45211581292	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
98			6431.0											64.31	64.36																				spk1	spk1	0.05	0.05	True							
99	0.0	0.0	6500.0	00:01:05.00	2.6	2.6	0.0	0.0	2.8230184582	2.8230184582	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
100			6505.0											65.05	65.08																				spk1	spk1	0.03	0.03	True							
101			6512.0										6512.0	65.12	66.16						14.0	spk1	le bloc français		1		125.0													66.01	67.056	narration		2		
102			6567.0											65.67	66.05																				spk1	spk1	0.38	0.38	True							
103	0.0	0.0	6600.0	00:01:06.00	2.4	2.4	0.0	0.0	2.58899676375	2.58899676375	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
104			6618.0											66.18	66.26																				spk1	spk1	0.08	0.08	True							
105			6642.0											66.42	66.54																				spk1	spk1	0.12	0.12	True							
106			6672.0										6672.0	66.72	67.96						15.0	spk1	contre le bloc argentin		1		125.0													67.635	68.857	narration		2		
107			6690.0											66.9	67.68																				spk1	spk1	0.78	0.78	True							
108	0.0	0.0	6700.0	00:01:07.00	2.4	2.4	0.0	0.0	2.58899676375	2.58899676375	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
109	0.0	0.0	6800.0	00:01:08.00	2.8	2.8	0.0	0.0	3.0303030303	3.0303030303	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
110			6869.0											68.69	70.27																				spk1	spk1	1.58	1.58	True							
111	0.0	0.0	6900.0	00:01:09.00	3.0	3.0	0.0	0.0	3.2292787944	3.2292787944	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
112			6932.0										6932.0	69.32	70.04						16.0	spk1	lancer		1		75.0													70.226	70.93	narration		2		
113	0.0	0.0	7000.0	00:01:10.00	2.9	2.9	0.0	0.0	3.11158798283	3.11158798283	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
114			7091.0											70.91	72.4																				spk1	spk1	1.49	1.49	True							
115	0.0	0.0	7100.0	00:01:11.00	2.9	2.9	0.0	0.0	3.09498399146	3.09498399146	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
116			7144.0										7144.0	71.44	73.84						17.0	spk1	pour le capitaine de l'équipe de France Raphaël Ibañez		1		250.0													72.362	74.73	narration		2	Raphaël Ibañez	Raphaël Ibañez=Fr
117	0.0	0.0	7200.0	00:01:12.00	3.0	3.0	0.0	0.0	3.1185031185	3.1185031185	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
118			7259.0											72.59	72.62																				spk1	spk1	0.03	0.03	True							
119	0.0	0.0	7300.0	00:01:13.00	2.9	2.9	0.0	0.0	3.02398331595	3.02398331595	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
120			7355.0											73.55	73.6																				spk1	spk1	0.05	0.05	True							
121	0.0	0.0	7400.0	00:01:14.00	2.6	2.6	0.0	0.0	2.66666666667	2.66666666667	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
122			7470.0											74.71	75.73																				spk1	spk1	1.02	1.02	True							
123			7476.0										7476.0	74.76	76.28						18.0	spk1	qui a donc le choix de la combinaison		1		175.0													75.652	77.191	explication		1		
124	0.0	0.0	7500.0	00:01:15.00	2.9	2.9	0.0	0.0	2.97435897436	2.97435897436	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
125	0.0	0.0	7600.0	00:01:16.00	2.9	2.9	0.0	0.0	3.00829875519	3.00829875519	0.0	0.0		76.0	76.06																				spk1	spk1	0.06	0.06	True							
126	0.0	0.0	7600.0	00:01:16.00	2.9	2.9	0.0	0.0	3.00829875519	3.00829875519	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
127			7638.0										7638.0	76.38	77.62	7	touche 	14	lancer introduction			spk1																								
128			7656.0											76.56	76.6																				spk1	spk1	0.04	0.04	True							
129	0.5	0.0	7700.0	00:01:17.00	3.3	3.3	0.0	0.0	3.43035343035	3.43035343035	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
130			7716.0											77.16	79.54																				spk1	spk1	2.38	2.38	True							
131			7794.0										7794.0	77.94	78.46	7	touche	15	récupération	spk1-019		spk1																								
132	1.0	0.5	7800.0	00:01:18.00	3.6	3.6	0.0	0.0	3.73056994819	3.73056994819	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
133			7856.0										7856.0	78.56	80.92						19.0	spk1	ah un ballon bien pris ah quoique relâché	1.0			250.0													79.479	81.827	narration	admiration,déception	2		
134			7862.0										7862.0	78.62	79.38	8	passe	16	lâché	spk1-019		spk1																								
135	1.5	1.0	7900.0	00:01:19.00	3.1	3.1	0.0	0.0	3.25288562434	3.25288562434	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
136			7938.0										7938.0	79.38	79.5	8	passe	17	rebond			spk1																								
137			7970.0										7970.0	79.7	79.94	9	passe	18	récupération	spk1-020		spk1																								
138	2.5	1.5	8000.0	00:01:20.00	3.3	3.3	0.0	0.0	3.4554973822	3.4554973822	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
139			8002.0										8002.0	80.02	81.74	9	porté 	19	porté			spk1																								
140			8005.0											80.05	80.13																				spk1	spk1	0.08	0.08	True							
141			8093.0											80.93	80.98																				spk1	spk1	0.05	0.05	True							
142	3.0	1.5	8100.0	00:01:21.00	3.2	3.2	0.0	0.0	3.33680917623	3.33680917623	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
143			8120.0										8120.0	81.2	82.4						20.0	spk1	et ça profite à Pichot	1.0			125.0													82.103	83.293	narration		2	Pichot	Agustín Pichot=Ar
144			8178.0										8178.0	81.78	83.38	10	coup de pied	20	petit coup de pied	spk1-021		spk1																								
145			8180.0											81.8	82.14																				spk1	spk1	0.34	0.34	True							
146	3.5	2.0	8200.0	00:01:22.00	3.1	3.1	0.0	0.0	3.26659641728	3.26659641728	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
147			8292.0										8292.0	82.92	84.28						21.0	spk1	un petit coup de pied par-dessus	1.0			150.0													83.829	85.194	narration		2		
148	3.5	2.0	8300.0	00:01:23.00	3.3	3.3	0.0	0.0	3.46638655462	3.46638655462	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
149			8312.0											83.12	83.88																				spk1	spk1	0.76	0.76	True							
150			8338.0										8338.0	83.38	83.58	10	coup de pied	21	rebond			spk1																								
151	4.0	2.0	8400.0	00:01:24.00	3.6	3.6	0.0	0.0	3.82165605096	3.82165605096	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
152			8472.0										8472.0	84.72	88.12						22.0	spk1	Cédric Heymans en couverture il va devoir	1.0			350.0													85.631	89.034	narration suspensive	admiration	2	Cédric Heymans	Cédric Heymans=Fr
153	4.0	2.0	8500.0	00:01:25.00	3.7	3.7	0.0	0.0	3.93617021277	3.93617021277	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
154			8517.0											85.17	85.67																				spk1	spk1	0.5	0.5	True							
155	4.0	2.0	8600.0	00:01:26.00	4.1	4.1	0.0	0.0	4.32489451477	4.32489451477	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
156			8614.0										8614.0	86.14	86.46	10	coup de pied	22	récupération	spk1-022		spk1																								
157			8646.0										8646.0	86.46	87.74	11	porté	23	porté	spk1-022		spk1																								
158			8646.0											86.46	86.54																				spk1	spk1	0.08	0.08	True							
159			8666.0											86.66	86.72																				spk1	spk1	0.06	0.06	True							
160	4.5	3.0	8700.0	00:01:27.00	3.9	3.9	0.0	0.0	4.2345276873	4.2345276873	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
161			8774.0										8774.0	87.74	89.7	12	regroupement 	24	plaquage	spk1-023		spk1																								
162	4.5	3.0	8800.0	00:01:28.00	3.5	3.5	0.0	0.0	3.85887541345	3.85887541345	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
163			8825.0											88.25	88.35																				spk1	spk1	0.1	0.1	True							
164			8844.0										8844.0	88.44	90.44						23.0	spk1	oui avec la cuillère de Pichot	1.0			200.0													89.358	91.358	narration	satisfaction	2	Pichot	Agustín Pichot=Ar
165	4.0	2.5	8900.0	00:01:29.00	4.1	4.1	0.0	0.0	4.43722943723	4.43722943723	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
166			8901.0											89.01	89.39																				spk1	spk1	0.38	0.38	True							
167	3.0	2.0	9000.0	00:01:30.00	3.9	3.9	0.0	0.0	4.22993492408	4.22993492408	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
168			9002.0										9002.0	90.02	93.66	12	regroupement	25	regroupement	spk1-024		spk1																								
169			9074.0											90.74	90.79																				spk1	spk1	0.05	0.05	True							
170			9092.0										9092.0	90.92	91.88						24.0	spk1	Heymans est au sol	1.0			100.0													91.83	92.809	narration		2	Heymans	Cédric Heymans=Fr
171	3.0	2.5	9100.0	00:01:31.00	4.0	4.0	0.0	0.0	4.33839479393	4.33839479393	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
172			9106.0											91.06	91.89																				spk1	spk1	0.83	0.83	True							
173	2.5	2.0	9200.0	00:01:32.00	3.7	3.7	0.0	0.0	3.95299145299	3.95299145299	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
174			9218.0											92.18	92.24																				spk1	spk1	0.06	0.06	True							
175			9232.0										9232.0	92.32	93.52						25.0	spk1	attention à ne pas garder le ballon		1		125.0													93.211	94.422	injonction	inquiétude	2		
176			9237.0											92.37	92.41																				spk1	spk1	0.04	0.04	True							
177			9276.0											92.76	93.25																				spk1	spk1	0.49	0.49	True							
178	2.5	2.0	9300.0	00:01:33.00	3.7	3.7	0.0	0.0	3.96145610278	3.96145610278	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
179			9374.0										9374.0	93.74	94.22	12	regroupement 	26	extraction			spk1																								
180			9380.0										9380.0	93.8	94.6						26.0	spk1	à le libérer vite		1		100.0													94.703	95.505	injonction	inquiétude	2		
181	2.5	2.0	9400.0	00:01:34.00	3.7	3.7	0.0	0.0	3.96145610278	3.96145610278	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
182			9426.0										9426.0	94.26	95.22	13	passe	27	passe			spk1																								
183			9440.0											94.4	94.74																				spk1	spk1	0.34	0.34	True							
184	3.0	2.0	9500.0	00:01:35.00	3.5	3.5	0.0	0.0	3.84193194292	3.84193194292	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
185			9526.0										9526.0	95.26	95.34	13	passe 	28	réception			spk1																								
186			9538.0										9538.0	95.38	100.06	14	coup de pied	29	grand coup de pied	spk1-027		spk1																								
187			9548.0											95.48	96.9																				spk1	spk1	1.42	1.42	True							
188			9596.0										9596.0	95.96	96.96						27.0	spk1	David Skrela	1.0			100.0													96.868	97.874	narration		2	David Skrela	David Skrela=Fr
189	4.0	2.5	9600.0	00:01:36.00	3.2	2.9	0.0	0.3	3.50492880613	3.28425821065	0.0	0.381679389313																	1.0	0.0	0.0	1.0	0.0	0.0												
190	3.0	1.5	9700.0	00:01:37.00	3.8	2.7	0.8	0.3	4.03397027601	3.07867730901	1.03626943005	0.391134289439																	1.0	0.0	0.0	1.0	0.0	0.0												
191			9712.0										9712.0	97.12	98.84						28.0	spk1	première grosse alerte	1.0			175.0													98.036	99.751	narration	inquiétude	2		
192			9785.0											97.85	98.07																				spk1	spk1	0.22	0.22	True							
193	2.5	1.0	9800.0	00:01:38.00	3.9	2.3	1.3	0.3	4.07949790795	2.67131242741	1.60692212608	0.387596899225																	1.0	0.0	0.0	1.0	0.0	0.0												
194			9859.0											98.59	98.69																				spk1	spk1	0.1	0.1	True							
195	2.5	1.0	9900.0	00:01:39.00	3.9	1.7	1.9	0.3	4.10094637224	2.04326923077	2.29468599034	0.390117035111																	0.0	1.0	0.0	0.0	1.0	0.0												
196			9920.0										9920.0	99.2	99.64						1.0	spk3	Thierry		1															100.106	100.552	invocation		1	Thierry	Thierry Dusautoir=Fr
197			9950.0											99.5	100.14																				spk1	spk3	0.64	0.64	False							
198	2.5	1.0	10000.0	00:01:40.00	4.1	1.2	2.6	0.3	4.30220356768	1.50943396226	3.04449648712	0.396825396825	10000.0	100.0	102.36						3.0	spk2	oui effectivement ces Argentins avec Agustin Pichot		1			250.0	0.0	1.0	0.0	0.0	1.0	0.0						100.901	103.254	explication		2	Agustin Pichot	Agustín Pichot=Ar
199			10014.0										10014.0	100.14	104.1	15	touche	30	sortie	spk1-028		spk2																								
200			10052.0											100.52	100.95																				spk3	spk2	0.43	0.43	False							
201	2.5	1.0	10100.0	00:01:41.00	4.4	0.9	3.2	0.3	4.61699895068	1.1811023622	3.66132723112	0.403768506057																	0.0	1.0	0.0	0.0	1.0	0.0												
202	2.5	1.0	10200.0	00:01:42.00	4.7	0.8	3.6	0.3	4.9421661409	1.08843537415	4.0404040404	0.408163265306																	0.0	1.0	0.0	0.0	2.0	0.0												
203			10264.0										10264.0	102.64	104.84						4.0	spk2	alors il faut en parler aussi parce que la clef du match aujourd'hui		1			225.0												103.543	105.734	point de vue		2		
204	2.5	1.0	10300.0	00:01:43.00	5.3	0.5	4.5	0.3	5.56138509969	0.722543352601	4.8439181916	0.412087912088																	0.0	1.0	0.0	0.0	1.0	0.0												
205			10323.0											103.23	103.58																				spk2	spk2	0.35	0.35	True							
206			10375.0											103.75	103.78																				spk2	spk2	0.03	0.03	True							
207	2.0	1.0	10400.0	00:01:44.00	5.7	0.2	5.2	0.3	5.91900311526	0.303951367781	5.49682875264	0.427960057061																	0.0	1.0	0.0	0.0	1.0	0.0												
208			10426.0										10426.0	104.26	111.62			31	ralenti	spk2-004,spk2-005,spk2-006,spk2-007,spk2-008		spk2																								
209	2.0	1.5	10500.0	00:01:45.00	5.7	0.0	5.4	0.3	5.78093306288	0.0	5.64853556485	0.437317784257	10500.0	105.0	105.76						5.0	spk2	c'est le numéro neuf		1			100.0	0.0	1.0	0.0	0.0	1.0	0.0						105.922	106.677	point de vue		2		
210			10571.0											105.71	105.96																				spk2	spk2	0.25	0.25	True							
211	1.0	1.0	10600.0	00:01:46.00	5.8	0.0	5.8	0.0	5.86450960566	0.0	5.86450960566	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
212			10604.0										10604.0	106.04	108.4						6.0	spk2	on voit regardez la cuillère c'est ça c'est le petit coup de main	1.0				250.0												106.967	109.316	explication		2		
213			10665.0											106.65	107.0																				spk2	spk2	0.35	0.35	True							
214	1.0	1.0	10700.0	00:01:47.00	5.3	0.0	5.3	0.0	5.36980749747	0.0	5.36980749747	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
215	1.0	1.0	10800.0	00:01:48.00	5.6	0.0	5.6	0.0	5.67375886525	0.0	5.67375886525	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
216			10860.0										10860.0	108.6	110.72						7.0	spk2	sur le le la le la la cheville de	1.0				225.0												109.516	111.614	explication		2		
217	1.0	1.0	10900.0	00:01:49.00	5.7	0.0	5.7	0.0	5.75757575758	0.0	5.75757575758	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
218			10929.0											109.29	109.55																				spk2	spk2	0.26	0.26	True							
219	1.0	1.0	11000.0	00:01:50.00	5.9	0.0	5.9	0.0	5.98984771574	0.0	5.98984771574	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
220	0.5	0.5	11100.0	00:01:51.00	5.9	0.0	5.9	0.0	5.98984771574	0.0	5.98984771574	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
