	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
221			11104.0										11104.0	111.04	112.4						8.0	spk2	de Heymans et le déséquilibre	1.0				150.0												111.968	113.294	explication		2	Heymans	Cédric Heymans=Fr
222			11159.0											111.59	112.0																				spk2	spk2	0.41	0.41	True							
223	0.5	0.5	11200.0	00:01:52.00	6.3	0.0	6.3	0.0	6.3829787234	0.0	6.3829787234	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
224			11218.0										11218.0	112.18	121.7	15	touche 	32	mise en ligne			spk2																								
225			11256.0										11256.0	112.56	114.28						9.0	spk2	attention ça peut être dangereux hein des fois quand on tombe comme ça		1			175.0												113.451	115.186	prescription		2		
226	1.0	0.5	11300.0	00:01:53.00	6.2	0.0	6.2	0.0	6.29441624365	0.0	6.29441624365	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
227			11327.0											113.27	113.49																				spk2	spk2	0.22	0.22	True							
228	1.0	0.5	11400.0	00:01:54.00	6.2	0.0	6.2	0.0	6.35245901639	0.0	6.35245901639	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
229			11464.0										11464.0	114.64	116.68						10.0	spk2	y'a une clef aussi c'est les demis de mêlée on vous en parlera tout à l'heure		1			225.0												115.536	117.587	explication		2		
230			11466.0											114.66	114.71																				spk2	spk2	0.05	0.05	True							
231	0.5	0.0	11500.0	00:01:55.00	6.4	0.1	6.3	0.0	6.55737704918	0.153139356815	6.53526970954	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
232			11516.0											115.16	115.57																				spk2	spk2	0.41	0.41	True							
233	0.5	0.0	11600.0	00:01:56.00	6.5	0.6	5.9	0.0	6.70103092784	0.845070422535	6.41304347826	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
234			11684.0										11684.0	116.84	117.24						11.0	spk2	place au jeu	1.0				50.0												117.743	118.169	affirmation		2		
235	0.5	0.0	11700.0	00:01:57.00	6.7	1.1	5.6	0.0	7.03781512605	1.54711673699	6.24303232999	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
236			11740.0										11740.0	117.4	118.44						12.0	spk2	place à la touche Ledesma	1.0				125.0												118.315	119.331	narration		1	Ledesma	Mario Ledesma=Ar
237			11756.0											117.56	117.78																				spk2	spk2	0.22	0.22	True							
238	0.5	0.0	11800.0	00:01:58.00	6.2	1.4	4.8	0.0	6.52631578947	1.85185185185	5.48571428571	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
239			11814.0											118.14	118.35																				spk2	spk2	0.21	0.21	True							
240			11872.0										11872.0	118.72	121.64						29.0	spk1	Mario Ledesma super Mario pour cette remise en jeu	1.0			300.0													119.647	122.567	invocation,narration		2	Mario Ledesma,Mario	Mario Ledesma=Ar
241			11891.0											118.91	118.98																				spk2	spk2	0.07	0.07	True							
242	0.5	0.0	11900.0	00:01:59.00	5.6	1.5	4.1	0.0	5.88235294118	1.90355329949	4.68571428571	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
243			11931.0											119.31	119.77																				spk2	spk1	0.46	0.46	False							
244	0.5	0.0	12000.0	00:02:00.00	5.5	2.3	3.2	0.0	5.82627118644	2.82208588957	3.75146541618	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
245			12077.0											120.77	120.83																				spk1	spk1	0.06	0.06	True							
246	0.5	0.0	12100.0	00:02:01.00	5.3	2.7	2.6	0.0	5.71120689655	3.25301204819	3.1212484994	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
247			12161.0											121.61	121.74																				spk1	spk1	0.13	0.13	True							
248			12193.0											121.93	122.0																				spk1	spk1	0.07	0.07	True							
249	0.5	0.0	12200.0	00:02:02.00	4.9	3.2	1.7	0.0	5.29157667387	3.6866359447	2.12234706617	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
250			12254.0											122.54	123.93																				spk1	spk1	1.39	1.39	True							
251	0.0	0.0	12300.0	00:02:03.00	4.5	3.5	1.0	0.0	4.93421052632	3.98179749716	1.26582278481	0.0	12300.0	123.0	125.4						30.0	spk1	ah les Argentins qui ont bien démarré en chipant un premier ballon	1.0			250.0		1.0	0.0	0.0	1.0	0.0	0.0						123.892	126.315	narration	admiration	2		
252	0.0	0.0	12400.0	00:02:04.00	4.2	3.9	0.3	0.0	4.56026058632	4.28571428571	0.385604113111	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
253			12429.0											124.29	124.32																				spk1	spk1	0.03	0.03	True							
254			12443.0											124.43	124.53																				spk1	spk1	0.1	0.1	True							
255			12458.0										12458.0	124.58	126.06	15	touche	33	lancer introduction	spk2-012,spk1-029		spk1																								
256	0.5	0.5	12500.0	00:02:05.00	4.0	4.0	0.0	0.0	4.36205016358	4.36205016358	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
257			12502.0											125.02	125.12																				spk1	spk1	0.1	0.1	True							
258			12555.0											125.55	125.63																				spk1	spk1	0.08	0.08	True							
259			12576.0										12576.0	125.76	126.88						31.0	spk1	à l'alignement français	1.0			125.0													126.651	127.775	narration		2		
260	0.5	0.5	12600.0	00:02:06.00	3.7	3.7	0.0	0.0	4.07488986784	4.07488986784	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
261			12629.0											126.29	126.73																				spk1	spk1	0.44	0.44	True							
262			12678.0										12678.0	126.78	127.54	15	touche	34	récupération	spk1-032,spk1-033,spk1-034		spk1																								
263	1.0	1.0	12700.0	00:02:07.00	3.6	3.6	0.0	0.0	3.97350993377	3.97350993377	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
264			12740.0										12740.0	127.4	128.36						32.0	spk1	et en s'emparant	1.0			100.0													128.317	129.26	narration suspensive		2		
265			12761.0											127.61	128.4																				spk1	spk1	0.79	0.79	True							
266			12790.0										12790.0	127.9	133.5	18	maul	35	maul	spk1-035,spk1-036,spk1-037		spk1																								
267	1.5	1.5	12800.0	00:02:08.00	3.5	3.5	0.0	0.0	3.99543378995	3.99543378995	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
268			12880.0										12880.0	128.8	129.52						33.0	spk1	proprement	1.0			75.0													129.708	130.447	narration suspensive		2		
269	1.5	1.5	12900.0	00:02:09.00	3.8	3.8	0.0	0.0	4.37284234753	4.37284234753	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
270			12919.0											129.19	129.75																				spk1	spk1	0.56	0.56	True							
271	1.5	1.5	13000.0	00:02:10.00	3.4	3.4	0.0	0.0	3.86363636364	3.86363636364	0.0	0.0	13000.0	130.0	130.88						34.0	spk1	du deuxième	1.0			100.0		1.0	0.0	0.0	1.0	0.0	0.0						130.905	131.782	narration	admiration	2		
272			13029.0											130.29	131.03																				spk1	spk1	0.74	0.74	True							
273	1.5	1.5	13100.0	00:02:11.00	3.2	3.2	0.0	0.0	3.6036036036	3.6036036036	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
274			13148.0										13148.0	131.48	132.08						35.0	spk1	des grosses	1.0			75.0													132.406	132.996	narration		2		
275			13156.0											131.56	132.44																				spk1	spk1	0.88	0.88	True							
276	1.5	1.5	13200.0	00:02:12.00	2.9	2.9	0.0	0.0	3.25842696629	3.25842696629	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
277			13240.0										13240.0	132.4	133.52						36.0	spk1	poussées défensives	1.0			125.0													133.305	134.416	narration		2		
278			13251.0											132.51	132.69																				spk1	spk1	0.18	0.18	True							
279			13285.0											132.85	133.34																				spk1	spk1	0.49	0.49	True							
280	1.5	1.5	13300.0	00:02:13.00	3.0	3.0	0.0	0.0	3.35195530726	3.35195530726	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
281			13354.0										13354.0	133.54	133.86	18	maul	36	écroulement			spk1																								
282			13366.0											133.67	133.74																				spk1	spk1	0.07	0.07	True							
283			13386.0										13386.0	133.86	135.3	19	récupération	37	récupération	spk1-038		spk1																								
284			13388.0										13388.0	133.88	134.8						37.0	spk1	du pack français	1.0			100.0													134.808	135.696	narration		2		
285	2.5	2.0	13400.0	00:02:14.00	2.6	2.6	0.0	0.0	2.90502793296	2.90502793296	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
286			13438.0											134.39	134.86																				spk1	spk1	0.47	0.47	True							
287	2.0	1.5	13500.0	00:02:15.00	2.4	2.4	0.0	0.0	2.66370699223	2.66370699223	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
288			13505.0											135.05	135.13																				spk1	spk1	0.08	0.08	True							
289			13530.0										13530.0	135.3	135.98	20	regroupement	38	plaquage			spk1																								
290			13566.0											135.67	136.65																				spk1	spk1	0.98	0.98	True							
291			13568.0										13568.0	135.68	136.8						38.0	spk1	Ledesma encore	1.0			125.0													136.601	137.713	narration		2	Ledesma	Mario Ledesma=Ar
292	2.5	1.5	13600.0	00:02:16.00	2.2	2.2	0.0	0.0	2.40174672489	2.40174672489	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
293			13622.0										13622.0	136.22	141.7	20	regroupement	39	regroupement			spk1																								
294	2.5	1.0	13700.0	00:02:17.00	2.5	2.5	0.0	0.0	2.66524520256	2.66524520256	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
295			13760.0											137.6	141.15																				spk1	spk1	3.55	3.55	True							
296	2.0	0.5	13800.0	00:02:18.00	3.1	3.1	0.0	0.0	3.19587628866	3.19587628866	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
297	2.0	0.5	13900.0	00:02:19.00	2.9	2.9	0.0	0.0	2.97435897436	2.97435897436	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
298	2.0	0.5	14000.0	00:02:20.00	2.8	2.8	0.0	0.0	2.8659160696	2.8659160696	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
299			14020.0										14020.0	140.2	142.64						39.0	spk1	et vous entendez Monsieur Spreadbury qui fait de la prévention	1.0			250.0													141.103	143.53	explication		2		
300	2.0	0.5	14100.0	00:02:21.00	3.1	3.1	0.0	0.0	3.14083080041	3.14083080041	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
301			14190.0										14190.0	141.9	142.18	20	regroupement	40	extraction			spk1																								
302	2.5	0.5	14200.0	00:02:22.00	3.2	3.2	0.0	0.0	3.242147923	3.242147923	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
303			14218.0										14218.0	142.18	143.14	21	passe	41	passe			spk1																								
304	3.0	0.5	14300.0	00:02:23.00	2.8	2.8	0.0	0.0	2.81124497992	2.81124497992	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
305			14314.0										14314.0	143.14	143.42	21	passe	42	récupération			spk1																								
306			14346.0										14346.0	143.46	147.66	22	drop	43	tir au but	spk1-040		spk1																								
307			14351.0											143.51	144.53																				spk1	spk1	1.02	1.02	True							
308			14360.0										14360.0	143.6	146.12						40.0	spk1	Hernandez le drop avec le pied gauche	1.0			275.0													144.494	147.032	narration suspensive	espoir	2	Hernandez	Juan Martín Hernández=Ar
309	3.0	0.5	14400.0	00:02:24.00	3.2	3.2	0.0	0.0	3.21285140562	3.21285140562	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
310	3.0	0.5	14500.0	00:02:25.00	3.7	3.7	0.0	0.0	3.71485943775	3.71485943775	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
311	2.5	0.5	14600.0	00:02:26.00	4.3	4.3	0.0	0.0	4.31726907631	4.31726907631	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
312	2.0	0.5	14700.0	00:02:27.00	3.6	3.6	0.0	0.0	3.82978723404	3.82978723404	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
313			14701.0											147.01	148.37																				spk1	spk1	1.36	1.36	True							
314			14744.0										14744.0	147.44	150.64						41.0	spk1	qui va mourir sous les poteaux où se trouve Cédric Heymans	1.0			325.0													148.33	151.569	narration	soulagement	2	Cédric Heymans	Cédric Heymans=Fr
315			14766.0										14766.0	147.66	147.74	22	drop	44	non marqué	spk1-041		spk1																								
316			14774.0										14774.0	147.74	147.86	23	récupération	45	récupération	spk1-041,spk1-042		spk1																								
317	3.0	1.5	14800.0	00:02:28.00	2.8	2.8	0.0	0.0	2.97872340426	2.97872340426	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
318			14846.0										14846.0	148.46	149.78	24	sifflet	46	sifflet	spk1-042		spk1																								
319	3.5	2.0	14900.0	00:02:29.00	2.6	2.6	0.0	0.0	2.76008492569	2.76008492569	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
320	3.5	2.0	15000.0	00:02:30.00	2.7	2.7	0.0	0.0	2.86624203822	2.86624203822	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
321	3.5	2.0	15100.0	00:02:31.00	2.9	2.9	0.0	0.0	3.10825294748	3.10825294748	0.0	0.0		151.0	154.48																				spk1	spk1	3.48	3.48	True							
322	3.5	2.0	15100.0	00:02:31.00	2.9	2.9	0.0	0.0	3.10825294748	3.10825294748	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
323	3.0	2.0	15200.0	00:02:32.00	3.1	3.1	0.0	0.0	3.34412081985	3.34412081985	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
324	2.5	2.0	15300.0	00:02:33.00	3.1	3.1	0.0	0.0	3.33692142088	3.33692142088	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
325			15352.0										15352.0	153.52	155.88						42.0	spk1	avec un arrêt de volée accordé par Monsieur Spreadbury	1.0			250.0													154.443	156.785	narration		2		
326	1.5	1.5	15400.0	00:02:34.00	2.7	2.7	0.0	0.0	2.90635091496	2.90635091496	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
327	1.5	1.5	15500.0	00:02:35.00	2.2	2.2	0.0	0.0	2.36813778256	2.36813778256	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
328			15506.0											155.06	155.12																				spk1	spk1	0.06	0.06	True							
329			15529.0											155.29	155.32																				spk1	spk1	0.03	0.03	True							
330	1.5	1.5	15600.0	00:02:36.00	1.6	1.6	0.0	0.0	1.62436548223	1.62436548223	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
331			15672.0											156.72	161.51																				spk1	spk1	4.79	4.79	True							
332	1.5	1.5	15700.0	00:02:37.00	1.9	1.9	0.0	0.0	1.92893401015	1.92893401015	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
333	0.5	0.5	15800.0	00:02:38.00	2.5	2.5	0.0	0.0	2.5641025641	2.5641025641	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
334	0.0	0.0	15900.0	00:02:39.00	3.0	3.0	0.0	0.0	3.08641975309	3.08641975309	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
335	0.0	0.0	16000.0	00:02:40.00	2.9	2.9	0.0	0.0	2.98969072165	2.98969072165	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
336			16056.0										16056.0	160.56	163.8						43.0	spk1	tentative qui a échoué d'un rien hein de la part de Juan Martin Hernandez		1		325.0													161.475	164.708	point de vue		1	Juan Martin Hernandez	Juan Martín Hernández=Ar
337	0.0	0.0	16100.0	00:02:41.00	2.4	2.4	0.0	0.0	2.45148110317	2.45148110317	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
338	0.0	0.0	16200.0	00:02:42.00	2.4	2.4	0.0	0.0	2.46659815005	2.46659815005	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
339			16244.0											162.44	162.54																				spk1	spk1	0.1	0.1	True							
340	0.0	0.0	16300.0	00:02:43.00	2.6	2.6	0.0	0.0	2.75715800636	2.75715800636	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
341			16338.0											163.38	163.41																				spk1	spk1	0.03	0.03	True							
342	0.0	0.0	16400.0	00:02:44.00	2.8	2.8	0.0	0.0	2.96924708378	2.96924708378	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
343			16468.0											164.68	165.79																				spk1	spk1	1.11	1.11	True							
344			16480.0										16480.0	164.8	166.64						44.0	spk1	et le pied gauche de Cédric Heymans	1.0			200.0													165.724	167.541	narration		2	Cédric Heymans	Cédric Heymans=Fr
345	0.0	0.0	16500.0	00:02:45.00	3.1	3.1	0.0	0.0	3.29436769394	3.29436769394	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
346			16510.0										16510.0	165.1	168.3	25	coup de pied	47	grand coup de pied	spk1-044		spk1																								
347	0.5	0.5	16600.0	00:02:46.00	3.5	3.5	0.0	0.0	3.72736954207	3.72736954207	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
348			16614.0											166.14	166.26																				spk1	spk1	0.12	0.12	True							
349	0.5	0.5	16700.0	00:02:47.00	3.6	3.4	0.2	0.0	3.8338658147	3.69163952226	0.265957446809	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
350			16724.0											167.24	168.65																				spk1	spk1	1.41	1.41	True							
351			16772.0										16772.0	167.72	168.92						45.0	spk1	hou pour soulager	1.0			125.0													168.617	169.816	narration	inquiétude	2		
352	0.5	0.5	16800.0	00:02:48.00	3.5	3.1	0.4	0.0	3.78787878788	3.45211581292	0.525624178712	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
353			16842.0										16842.0	168.42	170.74	26	touche	48	sortie	spk1-045,spk1-046,spk1-047,spk1-048		spk1																								
354	1.0	1.0	16900.0	00:02:49.00	3.6	2.6	1.0	0.0	3.92584514722	2.98165137615	1.2836970475	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
355			16912.0										16912.0	169.12	169.72						46.0	spk1	difficilement	1.0			75.0													170.02	170.645	point de vue		2		
356			16979.0											169.79	170.08																				spk1	spk1	0.29	0.29	True							
357	1.0	1.0	17000.0	00:02:50.00	3.9	2.3	1.6	0.0	4.24374319913	2.78113663845	1.9975031211	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
358			17056.0										17056.0	170.56	171.16						13.0	spk2	l'équipe oh hé bien		1			75.0												171.469	172.067	narration		1		
359			17062.0											170.62	171.52																				spk1	spk2	0.9	0.9	False							
360			17094.0										17094.0	170.94	178.62			49	replay	spk2-015		spk2																								
361	1.5	1.5	17100.0	00:02:51.00	3.8	2.1	1.7	0.0	4.1439476554	2.55164034022	2.10135970334	0.0																	1.0	1.0	0.0	1.0	2.0	0.0												
362			17116.0										17116.0	171.16	171.72						48.0	spk1	de France	1.0			75.0													172.067	172.645	narration		1		
363			17172.0										17172.0	171.72	174.36						14.0	spk2	on a besoin de se rassurer on est pris euh d'entrée par le		1			275.0												172.645	175.25	point de vue		2		
364	1.5	1.5	17200.0	00:02:52.00	3.7	1.6	2.1	0.0	3.98277717976	2.00752823087	2.5	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
